,Vote,Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Most_Important_Issue,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank
2730,Purples,6251.0,16.0,577.4011042000001,9.749,177.19741240000002,Education,23.59325127,222.00755209999997,329.2696752
2732,Browns,4338.0,12.0,634.437908,11.662,44.37994722,Healthcare,129.33204990000002,170.034571,104.7285167
2733,Turquoises,7566.0,12.0,148.2480725,2.434,149.2762952,Social,528.6513233,423.2008345,376.4747764
2734,Pinks,4728.0,6.0,265.3636085,5.272,40.22160326,Social,458.72804759999997,399.9828145,257.69640269999996
2735,Turquoises,3827.0,10.0,186.70785180000001,6.172999999999999,310.6318585,Financial,501.73489739999997,346.5042855,393.7179334
2736,Khakis,9368.0,5.0,95.63417722,0.632,147.0890916,Financial,450.9879958000001,417.88423589999996,500.84886900000004
2737,Whites,3209.0,10.0,130.213726,6.791,97.81186851,Environment,450.5902194,379.75395860000003,492.57184169999994
2738,Reds,5801.0,7.0,193.651291,6.199,202.4556447,Other,549.5684269,506.98612410000004,687.0694727000001
2739,Greens,8077.0,14.0,259.0831185,1.923,86.43012908,Healthcare,629.6107099999999,514.9834079,276.168314
2740,Turquoises,3089.0,14.0,100.3018344,6.9110000000000005,255.03047090000004,Environment,534.9491772,450.86348380000004,419.84629910000007
2741,Greys,6866.0,6.0,88.57787812,5.1339999999999995,214.25734,Military,457.90938789999996,560.7925906,548.7717315
2744,Turquoises,6731.0,13.0,153.2091885,3.2689999999999997,16.05928343,Social,559.9345463999999,367.35730839999997,452.17927280000004
2745,Browns,4677.0,11.0,709.0683838,11.323,178.5609823,Social,46.23726048,176.39035149999998,61.64609675
2747,Oranges,4981.0,8.0,320.18900410000003,7.019,89.43717366,Military,771.0866121,335.69419639999995,545.1292587
2748,Purples,3505.0,14.0,577.6633303,12.495,83.5134219,Education,66.93706774,148.8270608,348.90735750000005
2749,Reds,8818.0,10.0,93.26432322,3.182,173.55652759999998,Foreign_Affairs,533.0785622,415.8410513,522.8323031
2751,Purples,8582.0,14.0,650.8596886,7.417999999999999,220.7874809,Education,68.17364042,13.95174784,469.9762422
2753,Khakis,3266.0,7.0,264.0583148,6.734,148.2676311,Healthcare,399.5858023,354.21890099999996,304.0621178
2754,Pinks,6946.0,9.0,215.87563160000002,,60.88578822,Healthcare,542.2525005,384.8907345,322.3293173
2755,Turquoises,9497.0,10.0,200.4866269,0.503,105.457996,Financial,433.5019334,322.38108660000006,435.00449010000006
2757,Pinks,3692.0,5.0,246.93546580000003,6.308,28.692624699999996,Financial,461.8178398,655.5668916000001,687.9313415
2758,Turquoises,3000.0,12.0,153.4313263,7.0,335.0839275,Environment,553.7895666000001,366.97560519999996,445.6643321
2762,Violets,6411.0,16.0,706.88096,9.589,84.8266605,Education,354.4973196,17.14629071,4.659756368
2763,Turquoises,6000.0,10.0,153.4400982,4.0,173.1695043,Healthcare,570.1704937999999,422.15876069999996,387.92544
2765,Turquoises,6103.0,14.0,180.0467139,3.897,103.34812020000001,Education,411.0060098,365.53672589999996,
2766,Turquoises,6398.0,15.0,149.4566875,3.602,52.37633522,Education,554.6057373,411.16359639999996,392.9317587
2767,Turquoises,4028.0,12.0,54.07002888,5.972,64.84406545,Healthcare,513.9101466,,456.99452520000006
2768,Yellows,7760.0,12.0,323.6190957,6.24,-21.33020322,Environment,605.8603375,275.710558,292.1126404
2769,Turquoises,7074.0,11.0,131.0105124,2.926,35.21656318,Financial,499.99474050000003,389.9519567,428.91425949999996
2770,Purples,7175.0,12.0,381.30976180000005,8.825,107.54084080000001,Social,273.94570930000003,,323.36618319999997
2771,Reds,8614.0,10.0,104.0615053,3.386,289.28746160000003,Other,528.0033216,452.25834249999997,
2773,Turquoises,4144.0,13.0,134.2090067,5.856,145.00034499999998,Education,458.3388403,461.33148700000004,378.4222416
2774,Greens,4272.0,12.0,266.9440017,5.728,68.17179341,Financial,656.2348450000001,495.2661967,283.6036869
2775,Turquoises,8971.0,10.0,132.7921147,1.0290000000000001,272.34178239999994,Healthcare,519.3136847,413.6500431,400.98276789999994
2776,Violets,6373.0,9.0,644.5906446,9.627,62.93944586,Social,169.32674319999998,149.8549426,71.57178526
2777,Khakis,9428.0,10.0,221.21896669999998,0.5720000000000001,236.84499,Education,423.8335313,375.6551014,333.6424139
2778,Greys,5803.0,8.0,131.1841441,6.197,93.89533703,Foreign_Affairs,431.65117699999996,569.2319693,588.0037072
2780,Oranges,8373.0,8.0,190.37423930000003,3.627,282.293469,Military,474.2224087,311.67485439999996,489.4403454
2781,Violets,8449.0,14.0,687.9666198,7.551,36.32016031,Healthcare,289.9900421,57.90439221,16.52780726
2782,Browns,4589.0,12.0,158.5511228,11.411,279.02824069999997,Healthcare,484.8682538,485.4534562,342.84438650000004
2783,Violets,5900.0,9.0,462.0279455,10.1,,Financial,359.1788631,148.0943134,235.80004240000002
2784,Browns,4062.0,10.0,755.3864469,11.937999999999999,143.9842479,Social,50.52088721,154.1173706,1.05870286
2785,Whites,4867.0,10.0,87.87267803,5.132999999999999,240.33782480000002,Environment,458.97921560000003,425.5685891,477.66464979999995
2787,Blues,8250.0,11.0,718.2840242999999,5.75,591.4332592999999,Social,911.6616407,45.29187246,873.7741990000001
2790,Browns,7214.0,11.0,177.9289128,8.786,157.8739008,Financial,428.27927139999997,481.9711369,338.16738530000003
2792,Greens,4154.0,10.0,262.9844512,5.846,170.0122246,Social,660.3431264,498.9994225,291.55359869999995
2797,Greys,3917.0,,183.30627969999998,8.083,275.96048460000003,Military,518.3006378,655.4207259,595.4498652999999
2798,Reds,9882.0,10.0,94.46182253,2.1180000000000003,,Foreign_Affairs,526.4412199,421.5145037,545.4304377000001
2800,Yellows,7896.0,15.0,96.62085146,6.104,308.04627789999995,Environment,418.6977332,522.4012332,547.1562839
2801,Browns,3554.0,,857.6953986999999,12.446,11.76393071,Healthcare,3.044701119,6.143803592,5.244620903
2803,Greens,5350.0,10.0,255.553749,4.65,207.5771566,Financial,655.6497613,539.5002737000001,301.2021157
2804,Reds,5836.0,7.0,148.3667658,6.164,211.6036901,Other,592.7639392000001,418.695962,417.55485350000004
2805,Browns,7732.0,12.0,838.389042,8.267999999999999,38.90855776,Healthcare,15.4333794,31.10004787,1.7789539090000002
2806,Whites,3168.0,7.0,56.93691699,6.832000000000001,176.705728,Social,479.347943,450.22142520000006,481.63158830000003
2808,Purples,3691.0,11.0,567.2422978999999,12.309000000000001,146.9875615,Environment,124.1639246,105.13313740000001,343.1840894
2809,Turquoises,3367.0,13.0,127.7622842,6.632999999999999,134.8280921,Environment,474.68686579999996,430.8921345,395.5655736
2810,Greens,7645.0,14.0,258.6060926,2.355,144.51815,Environment,637.2121847,,281.018305
2811,Browns,9606.0,16.0,217.29022880000002,6.394,73.91936851,Education,313.3721867,439.04270099999997,406.89086760000004
2812,Reds,5176.0,7.0,154.496119,6.824,134.25928009999998,Other,612.5121736000001,400.0086251,465.1892759
2813,Turquoises,5507.0,9.0,120.85131570000001,4.493,20.95943389,Social,533.1360733,389.1073971,465.2167888999999
2815,Blues,6216.0,12.0,630.8161625,7.784,519.2994008000001,Education,646.5161847999999,112.54117340000002,975.7496149
2816,Browns,3563.0,13.0,477.4608955,12.437000000000001,268.3126973,Environment,85.7970069,336.07006989999996,328.1519123
2817,Browns,3185.0,11.0,496.62321560000004,12.815,57.85180953,Healthcare,171.65139240000002,420.94843219999996,135.8947134
2818,Pinks,5238.0,8.0,195.6082523,4.762,135.0261591,Social,547.2597811,376.6696649,355.7130293
2819,Yellows,5603.0,9.0,324.0377917,8.397,304.4896442,Social,594.1681355000001,296.17261349999995,266.3608569
2820,Khakis,6163.0,7.0,236.61432940000003,3.8369999999999997,59.17642135,Healthcare,416.516025,382.6289118,312.2746835
2821,Greens,3707.0,13.0,249.85567880000002,6.292999999999999,,,644.252359,505.56143449999996,296.0681791
2822,Purples,5694.0,13.0,163.89360480000002,10.306,114.5377209,Environment,390.1245807,404.6965874,424.4634826
2823,Reds,9558.0,7.0,110.26521409999998,2.4419999999999997,29.4808516,Other,599.8437574,457.3517115,519.2552599999999
2824,Browns,3159.0,11.0,560.3895173999999,12.841,68.31564624,Healthcare,158.7121004,236.76311529999998,141.85851499999998
2826,Khakis,6101.0,8.0,71.15515604,3.8989999999999996,228.67705180000002,Healthcare,461.7670029,440.08843770000004,503.44947360000003
2827,Whites,5508.0,10.0,261.27101600000003,4.492,82.10387709999999,Education,551.0741682,312.0656815,325.8315038
2828,Turquoises,6695.0,11.0,174.9320564,3.305,124.6624683,Environment,484.3834921,406.37238219999995,353.0604947
2829,Turquoises,3799.0,12.0,121.83980520000001,6.2010000000000005,79.60405997,Healthcare,500.3265987,472.3198337,381.34655560000004
2830,Khakis,8350.0,10.0,240.8027139,1.65,76.34891307,Education,391.3178623,377.3531215,323.5577059
2831,Violets,5994.0,15.0,502.148791,10.006,13.93843698,Environment,228.74052169999996,180.7926304,223.091425
2832,Browns,4146.0,16.0,614.0331291,11.854000000000001,13.63968037,Education,0.850568295,357.4294378,172.0363386
2833,Purples,6869.0,12.0,504.52668650000004,9.131,102.2496615,Social,178.0144775,179.48475009999999,280.58606410000004
2834,Khakis,7267.0,5.0,265.7497958,2.733,212.29987769999997,Financial,375.60364530000004,362.2014375,309.8420207
2835,Violets,9109.0,13.0,706.2880164,6.891,33.7949447,Environment,268.6084108,47.22240706,9.80295197
2836,Turquoises,3830.0,14.0,86.51020818,6.17,266.3986544,Environment,520.5114428999999,418.87041719999996,478.0617313999999
2837,Browns,9864.0,11.0,577.3435531,6.136,252.4386004,Financial,142.8452709,477.8696751,46.92569431
2838,Blues,6306.0,9.0,657.5143615000001,7.694,477.6969739,Financial,608.4039691,8.038316388,922.5487155
2839,Turquoises,8398.0,12.0,125.4170575,1.6019999999999999,55.85155011,Healthcare,530.6321355,387.88087189999993,452.87875549999995
2840,Turquoises,5487.0,9.0,168.4290041,4.513,56.12998733,Financial,502.56997199999995,376.3833376,385.6293505
2842,Turquoises,9302.0,11.0,136.6680471,,53.81831106,Environment,548.4420867,386.2232353,441.80749919999994
2843,Reds,5966.0,10.0,50.69880282,6.034,20.12238745,Foreign_Affairs,546.9608820000001,518.9182951,497.3274951
2844,Browns,9160.0,11.0,463.81032869999996,6.84,28.32112572,Healthcare,342.28601119999996,458.12949050000003,
2845,Khakis,6193.0,9.0,220.436089,3.807,271.97688239999997,Education,409.5142968,402.2472333,324.3617255
2846,Turquoises,9827.0,12.0,197.0373399,0.17300000000000001,263.3041315,Social,416.49884489999994,360.87784930000004,388.2131599
2847,Blues,7667.0,11.0,547.5820878,6.332999999999999,419.9844778,Social,99.14597846,714.7109585,194.94033280000002
2848,Blues,4163.0,9.0,485.63961950000004,9.837,500.85273,Social,448.0194307,790.9884101,885.3175386
2849,Oranges,3624.0,8.0,325.49467369999996,8.376,79.35616843,Other,823.5753646000001,512.9706487,467.1742735
2850,Reds,7196.0,10.0,130.1051133,4.803999999999999,101.8096316,Foreign_Affairs,545.4410286,415.5052665,587.8811325
2851,Khakis,8737.0,9.0,296.5944582,1.263,268.9694018,Education,378.17649910000006,342.6706405,280.05732589999997
2853,Yellows,7709.0,12.0,96.58410717,6.291,-3.991566459,Healthcare,405.70486810000006,512.2838036999999,516.9123036999999
2854,Blues,5725.0,12.0,98.48228197,8.275,611.3098838999999,Environment,472.5706135,481.7347187,592.8050005
2855,Khakis,6007.0,,244.6125003,3.9930000000000003,132.96496670000002,Social,399.8052376,381.79852180000006,310.72587230000005
2858,Turquoises,4828.0,12.0,75.13498126,5.172000000000001,167.74569350000002,Education,450.0714065,451.73100439999996,471.32065149999994
2859,Greens,9667.0,13.0,279.8949825,0.33299999999999996,320.0280625,Education,676.7104017999999,530.5867348999999,285.1068015
2860,Browns,6850.0,14.0,501.09510470000004,9.15,150.533711,Environment,181.6941656,309.38880889999996,163.18391730000002
2861,Browns,4273.0,13.0,841.8976127999998,11.727,214.39262940000003,Environment,4.698458002,19.86117056,17.36693294
2862,Blues,6903.0,12.0,616.2106595,7.097,395.8349437,Social,853.5896579,255.8676747,58.31081234
2865,Turquoises,5133.0,13.0,184.4545247,4.867,,Healthcare,428.3195723,430.69120599999997,344.8172721
2866,Whites,4400.0,10.0,72.15832236,5.6,142.68293400000002,Education,517.7610893,430.22967980000004,495.15545599999996
2868,Blues,7972.0,16.0,467.7103107,6.028,370.1018001,Education,927.9484076,626.0664632999999,640.4291352000001
2870,Yellows,6736.0,14.0,206.3662775,7.263999999999999,32.38447311,Healthcare,631.2753121000001,340.7991674,502.98794780000003
2871,Turquoises,,15.0,169.6177409,1.4969999999999999,91.0902203,Education,412.5568982,409.57553839999997,386.2138026
2872,Greys,6722.0,8.0,124.01202340000002,5.278,96.05209145,Foreign_Affairs,496.13120369999996,622.9638797,515.6172548000001
2874,Turquoises,5493.0,12.0,157.2696995,4.507,265.6068624,Financial,583.5261993,406.7458068,404.8118292
2875,Browns,7722.0,13.0,715.8011002999999,8.277999999999999,103.91199,Social,95.20719456,109.0904395,57.61587349
2876,Browns,9030.0,9.0,476.704747,6.97,109.45392609999999,Financial,124.79767959999998,381.0811129,231.059611
2877,Browns,4098.0,15.0,838.6032847,,11.67279287,Education,3.587666622,23.148611300000002,20.99789403
2879,Browns,7707.0,10.0,474.9669711,8.293,235.8888949,Healthcare,339.9248538,374.7039848,70.73262442
2880,Blues,4066.0,9.0,683.241494,9.934,452.77897,Social,89.09037989,963.6870393999999,788.0391513
2882,Browns,,14.0,509.96050080000003,9.636000000000001,180.80705859999998,Education,296.4622566,331.9871338,63.64718836
2883,Purples,9114.0,14.0,,6.886,113.8027107,Environment,186.79789630000002,91.73018531,296.80943260000004
2885,Greys,3861.0,5.0,128.7842162,8.139,212.60621980000002,Military,375.99811370000003,534.2879451,505.7657046
2887,Khakis,3298.0,9.0,233.1527466,6.702000000000001,118.97711969999999,Education,399.6319671,383.7625819,324.571029
2888,Browns,6670.0,14.0,503.0859411,,266.9053566,Education,221.64497039999998,381.1249763,98.15093591
2889,Whites,9748.0,9.0,71.63622606,0.252,294.7004751,Environment,472.3043601,445.6318301,462.46598190000003
2891,Greens,6795.0,10.0,261.4333407,3.205,147.3790439,Healthcare,639.5239594999999,515.9802777,279.4890318
2892,Blues,6178.0,11.0,414.6008647,7.822,463.04346669999995,Healthcare,186.7232686,233.8466542,553.9811361000001
2893,Turquoises,4253.0,11.0,51.4490759,5.747000000000001,119.7488283,Environment,488.97103539999995,479.0107165,454.34017819999997
2894,Greens,5538.0,15.0,260.80105019999996,4.462,333.5230963,Environment,676.5673506,499.6259842,308.0598568
2895,Turquoises,5857.0,16.0,84.50229628,4.143,275.1081208,Education,514.4391985000001,421.35162249999996,472.67637750000006
2896,Browns,6760.0,,712.0843022,9.24,233.24890249999999,Education,82.20063167,156.40148169999998,36.91491115
2897,Reds,7863.0,8.0,144.94206359999998,4.137,69.48947421,Foreign_Affairs,641.845954,523.4176097,518.426684
2899,Turquoises,7407.0,11.0,82.61388921,2.593,283.64385039999996,Environment,446.193176,454.7630972,456.6006567
2901,Pinks,9911.0,8.0,278.2627231,0.08900000000000001,148.7285858,Environment,492.28089639999996,673.3145352000001,717.5606361
2902,Blues,8283.0,11.0,480.67056119999995,5.7170000000000005,643.9176209999999,Financial,968.753858,542.5966561,402.5344476
2903,Browns,3880.0,12.0,559.2537186000001,,212.4386881,Healthcare,209.7167503,213.2649818,117.52988870000001
2904,Browns,7195.0,13.0,644.1102427999999,8.805,102.63224,Healthcare,72.64713105,186.8111236,133.7210653
2905,Khakis,7813.0,6.0,178.3427283,2.187,154.7835008,Social,,425.9371972,356.30233339999995
2906,Browns,4190.0,12.0,409.8671389,11.81,21.47873143,Education,211.81547740000002,372.53496210000003,237.90571060000002
2907,Whites,5344.0,8.0,46.71016605,4.656000000000001,49.2034696,Social,483.4839199,456.3082529,499.7000869
2908,Purples,4761.0,11.0,480.72851789999993,11.239,39.24423051,Environment,318.89767870000003,62.00002853,419.6390511
2910,Purples,8711.0,11.0,229.44544190000002,7.289,38.03438907,Social,459.1039149,274.32174249999997,493.51578150000006
2911,Browns,8187.0,12.0,693.6465222999999,7.813,90.49496752,Environment,48.59828879,158.7177755,98.86606201
2913,Whites,8859.0,6.0,111.49324270000001,1.141,78.33586743,Financial,432.9200164,418.40416339999996,535.6810651999999
2914,Purples,5417.0,12.0,528.3144747,10.583,88.61177672,Environment,217.85333450000002,72.36124874,371.0250342
2915,Reds,8186.0,10.0,93.88674240000002,3.8139999999999996,302.8332578,Foreign_Affairs,569.9714792000001,438.85852400000005,513.4325129
2916,Turquoises,8134.0,12.0,213.2723762,1.8659999999999999,139.61902419999998,Environment,436.62467360000005,336.9492055,378.0036358
2919,Browns,5246.0,10.0,458.86254519999994,10.754000000000001,194.309992,Financial,196.7142159,293.8501211,224.1834015
2920,Greys,6363.0,6.0,61.24823959,5.6370000000000005,20.42376782,Military,517.0197118,539.8739853999999,456.73637149999996
2921,Browns,7580.0,13.0,816.7597343,,124.5352684,Social,2.3026718230000003,45.1772511,38.99013002
2922,Browns,8221.0,10.0,380.66386789999996,7.779,198.02156200000002,Healthcare,182.1310557,465.8972496,293.35703019999994
2923,Blues,7245.0,8.0,627.3267016,6.755,540.7950017000001,Financial,85.23100708,144.5830469,808.5194686000001
2924,Blues,9866.0,13.0,604.6152678,4.1339999999999995,592.2864042,Healthcare,936.5191957999999,104.33655470000001,635.871453
2925,Yellows,9478.0,14.0,113.8148217,4.522,-53.70559205,Education,399.1457572,541.8972748,532.0445583000001
2926,Pinks,9541.0,5.0,221.90999449999998,0.45899999999999996,34.31218713,Financial,540.1226477000001,374.0186646,321.778447
2927,Greys,7934.0,8.0,150.2345488,4.066,146.53284250000002,Military,445.1208222,432.7384045,622.6155507
2928,Khakis,7499.0,7.0,204.5990952,2.501,174.5841195,Social,422.15381629999996,410.1738165,333.4706686
2929,Turquoises,3338.0,14.0,172.4279647,6.662000000000001,284.5974566,Healthcare,570.6728678999999,415.9242298,367.0789195
2931,Browns,5744.0,13.0,641.7916683,10.255999999999998,54.21052841,Education,168.9757466,199.60696819999998,39.47473941
2932,Pinks,6479.0,7.0,,3.5210000000000004,98.83409814,Financial,526.9383038,315.0307921,263.9015811
2935,Browns,9527.0,12.0,616.7493102999999,6.473,40.2011049,Financial,17.31743906,359.4485774,142.7290179
2936,Browns,4162.0,12.0,494.05494739999995,11.838,42.97539925,Healthcare,328.7169557,493.29215999999997,36.63468554
2939,Pinks,3557.0,6.0,208.6458832,6.443,91.55474516,Social,450.08921660000004,418.0225325,314.7387976
2940,Khakis,3204.0,7.0,126.2998095,6.796,114.96712579999999,Healthcare,411.51773110000005,417.832191,462.9732377
2941,Turquoises,7623.0,14.0,173.59779790000002,2.377,90.29456336,Environment,394.5666685,379.198931,433.46347060000005
2942,Browns,5046.0,12.0,757.9666685,10.954,242.345358,Social,29.77179046,82.72803912,76.58175269
2945,Yellows,7909.0,11.0,260.8009304,6.091,-14.47515735,Financial,600.2995201,356.360362,
2946,Pinks,3279.0,7.0,269.52229730000005,6.721,173.89756119999998,Financial,526.9139922,669.1729901000001,708.0826883999999
2947,Oranges,8132.0,9.0,199.7598004,3.8680000000000003,105.8169973,Military,355.8083621,546.6511321,369.8599937
2949,Browns,5704.0,12.0,633.1412612,10.296,137.4289637,Education,79.31390122,427.5673393,32.40554689
2951,Browns,9382.0,11.0,586.0692386,6.617999999999999,92.94790945,Environment,82.95320903,270.2938775,158.26293169999997
2952,Violets,6538.0,11.0,577.1584302,9.462,138.825579,Environment,199.78304,147.9984011,154.9253635
2953,Reds,8250.0,8.0,34.6295813,3.75,37.21443293,Other,527.4465926,484.51311060000006,514.3543969
2954,Turquoises,4836.0,12.0,165.52370159999998,5.164,74.0204668,Education,512.3670697,337.2866723,472.25969749999996
2957,Turquoises,8556.0,14.0,124.05732450000001,1.444,,Environment,546.3983497,392.1281389,459.9865711
2958,Turquoises,3179.0,16.0,,6.821000000000001,16.29339211,Education,521.1846592,446.6719568,442.59398600000003
2959,Browns,5929.0,9.0,543.4905966,10.071,40.96647429,Financial,197.5224834,321.9840846,85.03046569
2960,Whites,7055.0,9.0,138.4694024,2.945,136.20623490000003,Healthcare,430.42583729999996,387.009028,539.5758958
2961,Khakis,3757.0,8.0,50.08259112,6.242999999999999,218.1977374,Environment,466.49669689999996,464.32836160000005,510.6456013
2962,Khakis,8675.0,7.0,233.4399877,1.325,263.3937358,Healthcare,393.94393239999994,379.4268515,330.5643065
2964,Purples,3967.0,14.0,676.3893469999999,12.033,95.34829393,Education,112.7111897,13.3694342,234.1041208
2968,Blues,3543.0,13.0,320.9558947,10.457,384.42911810000004,Education,534.6432086,798.5418257,612.6290937000001
2970,Pinks,9764.0,7.0,268.6161852,0.23600000000000002,70.63401771,Healthcare,402.4123611,337.03687189999994,310.06757369999997
2971,Browns,7372.0,13.0,432.19511739999996,8.628,54.24083012,Social,93.53280866,488.3652478,353.57024060000003
2972,Pinks,8354.0,,277.1065667,1.646,299.7586917,Education,504.3597115,644.5340166,736.3873097999999
2974,Purples,4164.0,15.0,730.1631745,11.835999999999999,69.04779111,Education,39.33957384,71.45402323,129.48876
2975,Greens,6003.0,14.0,215.3464609,3.997,39.64057446,Education,608.4886961,526.4760155,315.87145350000003
2977,Blues,7184.0,13.0,616.5624255,6.816,474.43303560000004,Environment,844.3906237,963.2465595000001,716.672444
2978,Pinks,4980.0,9.0,232.38642230000002,5.02,145.406486,Education,561.8701342,364.5472353,321.5957279
2979,Khakis,4839.0,6.0,214.08990260000002,5.1610000000000005,340.7728055,Financial,421.69871910000006,398.0646754,328.7908139
2981,Oranges,6488.0,8.0,153.2578158,5.5120000000000005,14.666102100000002,Other,421.82527139999996,502.5944819,368.2049372
2984,Browns,9593.0,13.0,466.808686,6.407,322.4252204,Education,258.84008059999996,283.6993687,163.8954336
2985,Blues,7989.0,9.0,418.068239,6.011,511.0784493,Social,430.6853362,272.2240174,843.6489947999999
2986,Pinks,7307.0,7.0,268.9988736,2.693,24.84318791,Healthcare,507.4782541999999,652.9313279,721.1707002999999
2988,Whites,3373.0,10.0,53.10696341,6.627000000000001,21.87959054,Environment,533.5955127000001,458.99916849999994,503.2592805
2989,Turquoises,4395.0,14.0,106.8304163,5.605,83.62579192,Education,478.8082721,454.2601368,405.8112882
2990,Browns,8880.0,8.0,858.4807533,7.12,176.35175890000002,Financial,4.866757947,4.89565637,3.306970667
2991,Browns,9621.0,10.0,366.8015123,6.379,200.1634316,Social,168.9116708,483.9751289,342.9424588
2992,Pinks,6962.0,7.0,238.65621480000001,3.0380000000000003,82.66895389,Healthcare,473.41488449999997,624.5792082,701.8168511
2993,Browns,7926.0,10.0,484.03684510000005,8.074,309.4550149,Healthcare,279.1001908,480.99380139999994,69.72833446
2994,Reds,8890.0,7.0,147.33394769999998,3.11,19.41937253,Other,613.1061503,411.0212531,531.5764709
2995,Browns,5282.0,13.0,631.0951051,10.718,46.8003662,Education,103.6116761,406.6625969,17.87402322
2996,Violets,4484.0,12.0,815.3998047,11.515999999999998,122.9882208,Education,44.68475492,28.75364322,14.72508793
2997,Khakis,6135.0,6.0,71.09219656,3.865,12.82761826,Financial,491.9802978999999,432.7642289,521.6595447
2999,Browns,5338.0,12.0,783.7459504,10.662,21.76300786,Financial,19.73431531,68.56260169,55.63038101
3000,Turquoises,8313.0,8.0,91.38028844,1.6869999999999998,169.7331418,Financial,482.7103153,436.45169000000004,436.65147029999997
3001,Blues,4446.0,11.0,438.14621550000004,9.554,686.4268592,Financial,504.8877518,278.59019789999996,121.9445602
3002,Browns,7323.0,12.0,372.7233611,8.677,15.24850161,Education,163.8937315,440.7144294,350.1984604
3005,Turquoises,6579.0,10.0,86.84475422,3.4210000000000003,39.75478966,Financial,479.65351699999997,455.0693388,428.5208586
3006,Yellows,9674.0,11.0,285.236307,4.3260000000000005,-101.7680875,Healthcare,378.4703422,356.4174997,714.416321
3007,Greens,5009.0,9.0,265.95164950000003,4.9910000000000005,231.25848100000002,Financial,638.6521081000001,494.3681528,273.1208359
3008,Greys,7120.0,7.0,95.15018082,4.88,195.05152859999998,Military,483.3844181,444.7857567,424.3107228
3009,Violets,8767.0,12.0,545.1575832000001,7.233,293.63624389999995,Environment,303.11694239999997,258.18624819999997,52.83117111
3011,Violets,3488.0,,774.6201392999999,12.512,301.0545918,Social,79.31129064,22.05860585,58.831785100000005
3012,Whites,3632.0,8.0,107.2131284,6.367999999999999,93.82368368,Social,434.1920058,428.0230981000001,544.5341261
3013,Blues,5693.0,12.0,647.2966835,8.307,366.7766581,Financial,136.4302104,941.178458,196.40228480000002
3014,Turquoises,6221.0,12.0,53.49993228,3.779,101.6919562,Financial,498.0813036,471.72332439999997,454.6238942
3016,Browns,8886.0,11.0,750.5010065,7.114,18.45509998,Environment,46.92260137,80.33737913,73.55432208
3017,Khakis,5547.0,7.0,249.6056208,4.453,131.38130790000002,Social,374.9530986,367.5964435,329.3086512
3018,Browns,3165.0,12.0,631.3836459,12.835,93.87166427,Education,15.49523518,295.4607962,150.6231901
3019,Browns,8266.0,12.0,479.6586306,7.734,131.9119229,Healthcare,270.0854986,491.7242451,79.11612543
3020,Blues,8481.0,8.0,486.06441639999997,5.519,610.3486727999999,Financial,674.8018786,904.2558249,705.6213707999999
3021,Browns,9674.0,10.0,311.66177989999994,6.3260000000000005,45.57833385,Social,420.89539800000006,451.30584389999996,202.5030989
3022,Turquoises,7362.0,9.0,141.21044019999997,2.638,274.2536675,Social,425.68041910000005,460.65916569999996,386.5571198
3023,Browns,3989.0,10.0,491.20697019999994,12.011,36.14880697,Healthcare,163.52720180000003,412.5497664,152.98011540000002
3024,Browns,6265.0,13.0,771.2914227000001,9.735,25.92040481,Environment,23.89337576,82.22849586,59.90920099
3025,Oranges,9714.0,7.0,250.9725142,2.286,30.74987564,Other,601.3076503999999,270.7543697,513.0538811
3026,Oranges,5314.0,8.0,,6.686,337.42193430000003,Military,531.1046134,364.59139139999996,267.4661827
3027,Whites,6350.0,7.0,144.0475277,3.65,134.9812455,Social,431.10377410000007,375.937351,524.7277053
3028,Pinks,7241.0,9.0,213.30848509999998,2.759,247.8450048,Education,558.2969749,385.2288285,329.91310830000003
3029,Turquoises,4308.0,11.0,33.32119656,5.692,171.7385412,Healthcare,523.455608,508.2706752,522.1750428
3030,Turquoises,9037.0,13.0,80.74475516,0.963,67.26817529,Environment,515.8856348999999,423.9189902,521.8870289
3031,Blues,3052.0,,508.9319453,10.948,436.1027671,Social,638.0937938,960.8992187000001,334.1273402
3033,Greys,4811.0,8.0,48.14582913,7.189,22.37527468,Foreign_Affairs,517.2535697,542.8946149,513.4308304
3035,Turquoises,5710.0,12.0,102.0406066,,316.09923660000004,Social,496.3509704,465.9544049,403.8757708
3036,Blues,7720.0,8.0,437.43110839999997,6.28,642.5153155,Financial,323.22785439999996,100.3019328,518.4129896000001
3037,Yellows,7065.0,12.0,344.59868969999997,6.935,295.425947,Environment,634.8813747,320.17480950000004,238.81391200000002
3038,Turquoises,6289.0,14.0,69.78043918,3.7110000000000003,149.98008159999998,Education,504.6938532,439.07820269999996,466.2981893
3041,Reds,4683.0,9.0,77.85408875,7.317,279.6677351,Other,575.1133121,,486.77776389999997
3042,Turquoises,5961.0,10.0,231.39600299999998,4.039,80.34312877,Social,470.0148606000001,353.28128219999996,323.5952963
3044,Greens,6455.0,12.0,281.1167098,3.545,25.51817905,,651.5009842999999,481.8977246,263.89332090000005
3045,Browns,3572.0,13.0,630.1901111000001,12.427999999999999,117.88684909999999,Environment,1.607333539,268.9915602,191.1644016
