,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Main_transportation_Car,Main_transportation_Foot_or_bicycle,Main_transportation_Motorcycle_or_truck,Main_transportation_Public_or_other,Occupation_Hightech,Occupation_Industry_or_other,Occupation_Public_Sector,Occupation_Services_or_Retail,Occupation_Student_or_Unemployed
1158,9,-0.7777777777777778,-1.1937754681098804,-0.8411160543211448,0,-0.5936984437208027,-1,-0.13479986954364936,1,-1,1,-0.3501353097443244,0.01109639204387336,0.8157142857142856,-0.2379797609007698,-0.8259563596657249,-0.04115875430403414,-0.5585084292017266,0.6422977646321744,-0.09073546557811682,-1.7458161687303664,-0.1558757183689079,0,-0.22478758011316588,0.7904572594930541,-0.005276665777380323,-0.7588127053907159,-1.1957649744153855,-0.7759159698835156,-0.2848460005526376,-0.8753127582586622,2.3476275545923824,-1,-0.6480847575222659,0.03397577189968395,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1159,5,0.7777777777777777,-0.3727308115677367,-0.31640603419380287,0,-0.4110974181113386,1,-0.8185937326297354,1,-1,1,0.24339203058746772,0.6169749202162493,0.24742857142857133,-1.0053038047170004,0.8769089021756917,-0.27597591750571643,0.5032974027348744,-0.8639483029744905,-0.904175101982447,-0.38972797536839143,-0.8220588147643213,0,-0.3313606813612722,-0.54879499412315,-0.13867534599176054,-0.03988438077756562,-0.3718779751026365,-2.3461419858374364,-1.4081823407602219,-0.1016593069216697,-0.7725875462091892,1,-0.6480847575222659,-0.4754017030000309,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1161,7,-0.33333333333333337,-0.7466478716338871,-0.6176635377101609,1,-0.5324236885329043,1,-1.2561249881030137,1,-1,1,0.022133789768360446,-0.20839779611254294,-0.6122857142857143,-1.2846123898974828,-0.7779602694376709,-0.5949902908107723,-0.7395012585032428,-0.41090892093836684,-1.262068266470959,1.7304643394373374,-1.2060311128425405,0,-0.5505543613612313,-0.25083191647087577,-0.45205242574643417,-0.12780723691535545,-0.7470894842243769,-0.2525072978988754,-0.2848460005526376,0.5210537019404299,-0.7725875462091892,1,0.36161773583537066,-1.0914990048907516,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1162,11,-0.5555555555555556,0.28515030338192926,-0.07457515507638045,1,-0.04267170825798119,1,-0.28873552236694394,1,-1,1,0.10008222367237463,0.646024527291795,0.6905714285714286,-0.6033849651904989,-0.5756825594992969,-0.4916096552499325,-0.05315718484682164,-0.28516204985708193,-0.4539940741387343,-1.4638901825127975,-0.42152550918802384,0,-0.551016137536204,-0.856553543029916,-0.45278594200662775,-0.09841574032164502,0.2882806322993313,1.3177187180550454,0.08959944618322384,-0.30168005920024116,-1.5526413214095822,1,-0.6480847575222659,0.31101904791709084,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1163,1,-0.33333333333333337,0.8731009466907369,0.11593574094402571,0,0.4538081834896653,1,-0.727253325271964,1,1,-1,-0.1739394566900122,0.7793996156994996,0.036285714285714255,-0.42030301034407536,0.8875629115499326,-0.595407405798796,0.9130781625884836,0.09411095865927654,-0.2674305406353649,1.043799115495405,-0.6319222048638042,-1,-0.6400774558685502,-0.46266594439422437,-0.6021881779313497,0.2711355704286329,0.8782666790219285,-0.7759159698835156,-0.659291447288499,0.16062392618623897,-1.5526413214095822,-1,-0.6480847575222659,-1.076645673862153,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1164,0,0.33333333333333326,3.3727616043557456,4.032781673110133,-1,4.3264884811783855,1,-0.9442946678336626,-1,-1,-1,-0.28925777860564494,0.980459790617725,0.13285714285714278,-0.7667550588052867,0.9702051095995814,0.7502482866258567,0.2565960387796664,-0.3116943485046575,-0.6294734086470923,0.33656418440455144,-0.6765499579906253,0,0.8123812572975767,-0.3167295560667003,0.9836902016280015,-0.33266707364373893,3.3865808155518304,0.7943100460704051,0.46404489291908524,0.4480850342946055,0.0074662289912037555,-1,-0.6480847575222659,-1.4070412999899302,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1165,4,0.5555555555555556,-1.1824655390002747,-0.847540285767935,0,-0.5932737574277874,1,-0.41420979608468705,1,-1,-1,0.7559392630481536,-0.5945370411246729,0.49942857142857133,-0.34390944105612964,0.5224170040176528,-0.4599340227943891,-0.3833415960514075,0.7688476053619588,-0.19236707694837038,-1.2615205636506157,-0.4086360794314205,1,-0.556670186822141,0.006068994203188405,-0.461798278062029,-0.6590437534715977,-1.1844158919191166,0.27090137408576487,-1.4081823407602219,-0.36024072063289925,-1.5526413214095822,1,0.36161773583537066,-0.42235656221050827,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1166,10,-1.0,-1.0454839835583427,-0.8669061703108906,-1,-0.5834929029809769,-1,-2.0059183007597206,1,-1,-1,-0.377094138187994,-0.13733839248223334,-0.10571428571428576,-1.927391023325399,-0.22006364261358358,-1.6776188613687624,-0.6076581223267603,-0.6657143590790873,-2.3793938391061182,1.1941394750985506,-1.990205530235639,1,-0.9761113661427562,-0.43601306166413634,1.0827486573296605,-0.9684817377080506,-1.0469601253699332,0.7943100460704051,0.8384903396549467,1.8460261221816594,0.0074662289912037555,-1,1.3713202291930071,-1.7679425780481155,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1167,4,-0.5555555555555556,-0.6297683750574858,-0.5932541331130032,0,-0.46629166575201814,1,-0.5808676705610418,1,1,1,0.4484063404863665,-0.8557803598458505,-0.2917142857142857,-0.5114819843812441,-0.8015243629594433,-0.6151511735099542,0.18152884756757626,-0.9213101307859617,-0.3591107598044912,-0.4239099887188047,-0.578667287846844,-1,-0.6437824906937696,0.7434079067976984,-0.60878790135235,0.2934443420268209,-0.6298053671282712,0.7943100460704051,-0.659291447288499,-0.11576352394012397,0.0074662289912037555,-1,-0.6480847575222659,-0.554064751325503,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1168,2,0.7777777777777777,-0.45438216181369717,-0.5454054399118263,0,-0.44303892629754626,-1,0.15382245821963636,1,1,1,0.03918387560378833,0.5110761271575139,-0.9308571428571428,-0.010289398313656085,0.14203740270428056,-0.6386491619588945,-0.7460811065339887,0.2639574250240513,0.11900349000506259,0.2527728773420334,-0.002190179278376812,1,-0.704431178432794,-0.9603150371670194,-0.7222190165403838,0.6834459406041025,-0.45381199151062307,0.7943100460704051,0.8384903396549467,-0.22528924307427156,0.0074662289912037555,1,-0.6480847575222659,0.5598524981791708,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1170,9,1.0,-0.9648666920714083,-0.6694840965489892,0,-0.5737319669491374,1,0.002844341191905043,1,-1,-1,0.15480689967959593,-0.6695875721654148,-0.6862857142857143,-0.3594536403069497,0.07561946249155271,0.09460002934671298,-0.35683334132613265,-0.20036498673893866,0.11408776691921181,-0.0061634361796818185,0.01171691450607018,0,-0.12614689825767497,0.29576589644325413,0.11018678830753825,0.5719663325868805,-0.96606374797052,-0.7759159698835156,0.08959944618322384,-0.9751332508597401,0.7875200041915967,1,-0.6480847575222659,0.010637553147037633,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1171,8,1.0,-1.0161630592945965,-0.7206396590168437,-1,-0.5802861551732085,-1,0.1415916672236257,1,-1,1,0.8043282586268647,-0.344705844997542,-0.7914285714285714,0.06498112397225647,-0.33459730732537507,-0.019836131948968078,-0.5346706051373479,-0.45313724076229134,0.18596616007628888,0.7101463657121665,0.10085200140913768,0,0.05179858578375311,0.8420277772396507,-0.0335585229273045,0.7535259311810842,-1.0175376960878688,-1.2993246418681559,-1.4081823407602219,-0.9700753040366538,0.0074662289912037555,1,2.381022722550644,0.2680929254982539,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1172,9,-0.33333333333333337,-0.7084328507608422,-0.5733078921677646,0,-0.5229525647661133,-1,-0.056498405118312924,1,-1,1,0.22875907718217658,0.44139987678557,0.16314285714285703,-0.08691249772682033,0.06200668185414582,-0.3092743215474019,0.18578322858869867,0.3084460328602934,0.04966844722829815,-0.905483132558257,-0.10121732381245628,0,-0.4741109171657201,-0.15929582101241802,-0.33546113037945136,-0.5179640084490186,-0.7087421682869596,0.27090137408576487,0.8384903396549467,-0.6962266122457582,-0.7725875462091892,-1,2.381022722550644,0.06229275723168982,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1173,4,0.11111111111111116,1.1008569259714374,-0.5709605685296592,1,0.6885423144198404,-1,-0.4643019129796259,1,1,-1,0.4116915616190058,0.8959398375501657,0.1974285714285715,-0.40646042180480757,0.33880585328891155,-0.5503496731508027,-0.5586313098879847,0.3647189328394509,-0.2537139937960181,-0.9417826157622358,-0.4696647690500053,-1,-0.6121407398465757,-0.3986246763343936,-0.5534925678973126,0.8416464019371974,1.106811118117073,1.3177187180550454,-0.659291447288499,-1.0718299458338207,-0.7725875462091892,-1,0.36161773583537066,-0.43286209646121904,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1174,1,0.11111111111111116,0.24084078946801385,-0.26265285687745343,-1,-0.07369228436549541,1,-0.8259703938586862,1,-1,1,-0.34079754635652326,-0.34708501727044205,-0.6594285714285715,-0.25498214485953413,0.6809826314935725,-0.6972499047578475,0.1096945589446503,0.17438439520586946,-0.10686399694069594,1.7803761288428086,-0.6516229605754603,0,-0.7165684517678599,-0.3410527957500329,-0.7462977951629364,0.2631630429854894,0.24381772527406734,1.3177187180550454,0.46404489291908524,0.5753680788669765,-1.5526413214095822,1,-0.6480847575222659,-1.5639008479301826,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1175,1,-0.5555555555555556,-0.9059699579552982,-0.8538631414755388,1,-0.5647250939391645,-1,-0.6360571393638872,1,1,1,0.5807987999333979,0.629287173435547,-0.5862857142857143,-0.26662461420977845,0.7944398058352926,-1.4400858196557662,-0.5874818949197738,0.7181407713362609,-0.1179478761956684,1.702937231340987,-0.6497512202779083,-1,-0.9784568005946898,-0.2753549122498753,-1.586610034439331,0.23699223299759975,-0.9069631215999022,-0.7759159698835156,-0.2848460005526376,0.7747216450143286,-0.7725875462091892,1,-0.6480847575222659,-0.8857821396560973,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1176,1,-0.7777777777777778,0.8032269993603379,-0.09535042410036149,0,0.38654095251445647,-1,-0.6018933016870165,1,-1,-1,-0.026748206563774968,-0.27369415851833234,0.6459999999999999,-0.42383360326902053,-0.10879911072704007,-0.8000556025368951,-0.05393466611149744,0.9895051134993882,-0.27093730937521726,0.3982733058513154,-0.5893872057661865,0,-0.7584259551629258,0.41034672591152055,-0.8336347409946919,-0.911395723546747,0.8081508377969485,1.3177187180550454,1.5873812331266695,0.09080997545277103,-1.5526413214095822,1,-0.6480847575222659,-0.701623213037268,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1178,7,0.33333333333333326,-0.2730841214934717,-0.31115324258930066,0,-0.36799208820029855,-1,-0.7298678265159295,1,1,1,-0.25160858044723866,0.867413216771886,0.8485714285714285,-0.4663510006231656,-0.16342082682214065,-1.0561745509668041,0.706851053640339,-0.7060226331047251,-0.3134378666923519,0.18380385925447398,-0.6111681987203639,1,-0.44813416827695624,0.8414793983796189,-0.29781290772781016,-0.2770110006043609,-0.27188632230391274,0.7943100460704051,1.2129357863908081,0.017108907265148954,-0.7725875462091892,-1,-0.6480847575222659,-1.0722511348494668,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1179,2,-0.7777777777777778,-1.155154129667546,-0.8337854741785514,1,-0.5920074210941451,1,0.4869887360776318,1,1,-1,0.07522511696264944,0.8756203407177021,0.20599999999999996,0.3353881364841741,0.2209171266369998,-0.3675438575178524,-0.4430717317929249,-0.5082006268982284,0.41794821173355984,-0.9508574865632304,0.33555900412844886,0,-0.5646766620994615,-0.36308719559741587,-0.47466011225348786,-0.1248380169014639,-1.1570099342830162,0.7943100460704051,0.8384903396549467,-0.3017992474989207,0.7875200041915967,-1,-0.6480847575222659,0.8156067935767286,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1180,10,-0.11111111111111116,-0.4831270418408128,-0.8642872583940558,-1,-0.4535593218107244,-1,-2.323144928409714,1,-1,-1,-0.6489841597266748,0.7926613570097247,-0.3008571428571428,-2.241589685931632,0.08015076522332598,-1.906449225807387,0.8432145966597344,0.7533970489799369,-3.7473625188194077,1.4007440336678634,-2.303039135936771,1,-0.9939678454218176,-0.11650169496927021,-1.773453622728601,0.011657332016963728,-0.48265638202297456,1.3177187180550454,0.46404489291908524,2.283715098792998,-1.5526413214095822,-1,2.381022722550644,-2.0414835911336455,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1181,9,-0.7777777777777778,-0.5720979222904983,-0.4774625160375832,0,-0.4837310499285318,-1,-0.37676359885807076,1,1,-1,0.3929059007612301,0.9197816738898552,0.8771428571428572,-0.46301366180090364,0.30378478096399175,-0.3049383521107604,0.0862013539742783,0.24372220884357998,-0.31008359692337945,-1.6614198702811158,-0.4024316764281927,-1,-0.4252779082766968,-0.5728644792924914,-0.2654191952898415,0.609794996622395,-0.5719352674294529,-0.2525072978988754,0.8384903396549467,-0.5255549097553576,0.0074662289912037555,-1,-0.6480847575222659,-0.17674905857961282,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1182,4,0.5555555555555556,-0.22864421371093782,-0.05359781801218205,0,-0.3473064406884925,-1,0.0705215662188688,-1,1,-1,-0.5937424152662683,-0.8482265791969053,-0.802,0.04307282446361103,-0.0008134446534943107,0.2722614419961301,-0.6811925999645578,0.792720957250205,-0.3031312641197202,0.11634731963374674,0.09394739698117513,0,0.05031315128083196,0.6370459134466921,0.3014549873587142,0.8937150759104957,-0.22729257000457873,-0.7759159698835156,-2.1570732342319445,-1.2169723112211446,-0.7725875462091892,-1,0.36161773583537066,0.05191149414740264,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1184,1,0.33333333333333326,-0.4249984070771291,-0.8515284581166647,1,-0.431894786986742,1,-1.4462847889888966,1,1,1,0.3653568625429011,0.4895830732626243,-0.2617142857142857,-1.189571469177142,0.3981934848512876,-1.7155595270437565,-0.20002230288527445,-0.046123031344979304,-1.13506216130828,1.359302123676654,-1.4430057337877196,1,-0.9922856026570925,0.27120114274902507,-1.7391631669557475,-0.8502382674692373,-0.42432651376353486,1.3177187180550454,0.46404489291908524,1.4572899932159373,-1.5526413214095822,1,0.36161773583537066,-1.4686048689613949,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1185,9,-0.7777777777777778,-0.12528644172008988,0.07703085428897637,1,-0.2957087209492003,-1,-0.02558965581451753,1,1,-1,0.7876756969338994,-0.958666633169576,0.2617142857142858,-0.08932694803520179,0.9760005918896029,-0.3421964133948436,0.0871959525374959,0.1228319342905071,-0.1352713896000101,-1.0098441467696961,-0.0887551751101031,-1,-0.4989680316968298,-0.18749503261606415,-0.37237458570883875,-0.8644033997625067,-0.12357698777175566,0.7943100460704051,1.5873812331266695,-0.653754485291202,-0.7725875462091892,-1,3.3907252159082804,0.1531002728202588,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1186,7,0.33333333333333326,-0.5478587587922948,-0.7356611169285218,1,-0.47586927598722095,1,-2.214548587470614,1,-1,1,0.5240234742872276,-0.6206025259112142,0.7931428571428571,-2.125667958722564,-0.6457567537531446,-1.457432230450838,-0.3833024916030192,-0.29888265124659463,-2.9652450099422833,0.24248802376757306,-2.1414355290848173,0,-0.9204618485639567,-0.8832407811147999,-1.284370044725129,-0.08179683204871002,-0.5476121912624388,1.3177187180550454,1.961826679862531,1.9632077433732182,0.0074662289912037555,1,0.36161773583537066,-2.0466587881089398,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1187,4,-0.11111111111111116,-0.7594457367054301,-0.6152470628721655,-1,-0.5354464445164573,-1,-0.4085786175180084,1,-1,-1,0.32787748060071076,-0.967938529315275,-0.26628571428571424,-0.360257457414707,0.5296190926801678,-0.41105530144246233,-0.33120688467870973,-0.2836698588685095,-0.20830171530275265,-0.45083210542842245,-0.40363564761548004,1,-0.5194835932706,-0.893097682157236,-0.40354214312452635,-0.24787205673685087,-0.7599316538332259,0.7943100460704051,-0.659291447288499,-0.4085874767283689,-1.5526413214095822,1,-0.6480847575222659,-0.39377237803436577,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1189,3,0.5555555555555556,0.984600220916227,0.8666095113425824,1,0.5657644887431226,-1,-0.2182520073984764,1,1,1,-0.07431663981527448,0.8378800129531239,0.7997142857142858,-0.3252452972981508,0.666270651581659,0.1535905393310908,-0.6803413080105734,0.6059750955716772,-0.17425843714913958,-0.9744521506458166,-0.20390741987433905,-1,-0.016892478720177594,0.340996143485484,0.23066732490195838,0.32470330535633285,0.9901519482386244,-2.3461419858374364,-2.1570732342319445,-0.8714043436186069,0.0074662289912037555,1,-0.6480847575222659,-0.08983225766178467,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1190,10,-0.11111111111111116,-0.8526098980782202,-0.8064909875437795,1,-0.5551974863608272,-1,-1.6922783449338024,1,1,1,0.6648989426974077,0.34738479276078604,0.9074285714285715,-1.9399727393715713,0.4954801612400619,-1.4563253232189757,-0.062189918444663705,-0.7017715395296977,-2.409660092319874,0.12148974642097692,-1.7822685638303135,-1,-0.9282572860877667,-0.07093779533617306,-1.3152696438680582,-0.635635254418792,-0.8534183366382763,1.3177187180550454,1.961826679862531,1.333030854392138,1.5675737793919895,1,-0.6480847575222659,-0.9935937106190839,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1191,9,0.7777777777777777,-0.18011911608813994,-0.15204531254132525,0,-0.323689412410611,-1,-0.3080793146456309,1,1,1,-0.2708743870140815,0.7170870495201829,-0.16342857142857148,-0.2729185805253812,0.4913893581223867,-0.0760176138982207,0.021163193298434635,-0.7857817434001446,-0.12395345496085661,-0.5597305550403587,-0.27156389224773636,1,-0.252277784315219,-0.4564346796482823,-0.03875441077755289,0.7960373549933775,-0.1785994849701387,1.3177187180550454,1.961826679862531,-0.7059307092895976,1.5675737793919895,1,1.3713202291930071,-0.34891197600988755,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1193,12,-1.0,-1.106325462866677,-0.81991299399776,-1,-0.5888946780283415,1,-0.3186333353344963,1,-1,1,0.27799729787607763,0.847020355869808,-0.7137142857142857,-0.6944039900367954,0.5760077941845119,-0.694037047222559,0.4588387125176743,0.29474826915979024,-0.5506215155174043,1.2328589238494614,-0.4954599406435659,-1,-0.6753901007177222,0.6038870205633633,-0.6665648635753719,-0.004416115783818175,-1.1080122294238877,-0.2525072978988754,0.8384903396549467,-0.06547033299777733,0.0074662289912037555,1,1.3713202291930071,0.4226195116956723,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1194,9,-0.7777777777777778,-0.978083187407891,-0.7022784588613931,-1,-0.5755355440755178,1,-0.17394140289516732,1,-1,-1,0.13865761717421443,0.07390247286844165,0.5191428571428571,-0.21106311594137378,0.6585022968356604,-0.12468729584983358,0.36099358840583284,-0.2963275999372824,-0.06534131628709956,-1.2823927664929036,-0.18176118473283376,1,-0.3049330082637818,-0.9712673452988468,-0.10465352259131247,-0.9458021614101665,-0.9793259971376423,1.3177187180550454,0.46404489291908524,-0.8123015571712454,-0.7725875462091892,1,-0.6480847575222659,-0.08914237057038792,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1195,9,-0.5555555555555556,0.786516369884999,0.30803814530634666,-1,0.37078403219513006,1,-0.07911004596110258,1,1,1,-0.8856004616725343,0.555328341758726,0.37742857142857145,-0.07735969282855881,-0.48447491873675874,-0.27441866085333,-0.36732856304536277,0.047136051855024785,0.05837907780354307,-1.1323549025831243,-0.10640082157356924,1,-0.4479793249812077,0.5725298924037068,-0.29759120125821226,0.5280791183582056,0.7913823589801833,-0.2525072978988754,0.8384903396549467,-0.731531530213872,-0.7725875462091892,1,-0.6480847575222659,-0.018743188970576564,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1196,5,1.0,0.6247344230086294,0.49453757737743737,0,0.224827489684584,1,-0.28214689845047386,1,-1,1,0.8162997777459655,-0.16172141260906725,0.8220000000000001,0.057835312984544224,0.25906012029743875,0.09812602906511164,-0.38032674978938497,-0.12174070170277806,0.17965639880103693,-0.9980468147284028,-0.12921345028352987,-1,-0.13382676490409423,0.5314766266638098,0.10144035400813611,0.18626172306070332,0.6290403452204856,-2.3461419858374364,-1.0337368940243605,-0.4779093305768567,0.7875200041915967,-1,1.3713202291930071,-0.8370435178218023,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1197,4,-0.7777777777777778,-1.0907499498727777,-0.8028180021784908,1,-0.5876727660471027,-1,-0.38140967712027424,1,1,-1,0.12988685406455325,0.03322463175342838,-0.1805714285714286,-0.3331976083031206,-0.6353213941262965,-0.502218699736446,0.5556409416224195,-0.9863650836078276,-0.18196324691663643,-0.5415808134383694,-0.39230621488877954,0,-0.5872629385326024,0.6586336266603592,-0.5116012348871397,-0.44793382219993005,-1.0923827961686872,-0.7759159698835156,-2.1570732342319445,-0.35837661572924573,-0.7725875462091892,1,-0.6480847575222659,-0.34493800449652035,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1198,9,1.0,-1.0087891865346594,-0.7051462629761999,1,-0.5794179250250518,1,-0.24533503013521774,1,1,1,-0.7687592931133137,0.7213823272599573,0.13142857142857145,-0.29759913141612193,0.6593708022555382,0.020959558273499518,0.948307179919121,-0.017029529478487238,-0.14759615913366214,-0.8719061105945765,-0.2294877357000157,0,-0.15641643818870393,0.2375882801096314,0.07548513097435831,-0.399653913265561,-1.0101382960587946,1.3177187180550454,1.5873812331266695,-0.8268494275622226,0.7875200041915967,-1,4.400427709265917,-0.17172968150276022,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1199,11,-1.0,-0.3363529274864589,-0.13840659567043542,-1,-0.39588643235080123,1,0.11347568319545881,-1,-1,-1,0.34767558922839226,0.7947603715545359,0.9188571428571428,0.07434625263125968,-0.059444402133083774,0.2825190251474605,-0.454357808681063,-0.22779165080502595,0.19422081676097178,-1.7055842415126232,0.12989406540813206,-1,0.05632131862204803,-0.1813943683143202,0.3076711587683109,-0.9641572302278119,-0.3353741561101525,-0.2525072978988754,-1.0337368940243605,-1.2310285202557336,-1.5526413214095822,-1,2.381022722550644,0.11127920788438295,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1200,5,-0.5555555555555556,0.234786768760703,0.0547630233806377,0,-0.07786102939419343,-1,-0.2680926589705676,1,-1,1,0.6246749307664539,-0.4443952052236674,0.014000000000000012,0.2741318213403344,0.9132300009164025,-0.11175217857473335,-0.6648225145896047,-0.5978917771819914,0.36650443661244364,-0.14258899388796872,-0.0831345357415232,1,-0.3582563792992521,-0.039675508218214195,-0.17400170131934975,-0.17109755584217745,0.23774274638845502,-2.3461419858374364,-1.0337368940243605,-0.10062871069995312,0.0074662289912037555,1,0.36161773583537066,-0.32682437784643886,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1201,9,0.7777777777777777,0.3030052035512095,0.026533595096386774,-1,-0.02991831645327949,-1,-0.21948119770933341,1,-1,1,0.22213294396805638,0.3645306189530415,0.8502857142857143,-0.08997669545617135,0.20549428353952726,-0.2748302761046824,-0.5319527362242776,-0.2892027701304757,0.04687030376815978,-1.6329852751046656,-0.19133607547003734,0,-0.446778705189964,0.37644791569282265,-0.29587320129276007,-0.1555245760665711,0.30619734418689964,1.3177187180550454,0.46404489291908524,-0.8126968748940243,0.7875200041915967,-1,0.36161773583537066,-0.3597557059919347,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1202,4,0.33333333333333326,-0.6898671667709635,-0.6033873979418622,1,-0.5181106352386674,1,-0.38819417298171754,1,-1,1,0.9407221116919351,0.8675577924983295,-0.8728571428571429,-0.3261478161078612,-0.8353618730070101,-0.5128446143640076,0.5329390374243417,0.7618662362865638,-0.1751320615324891,0.19136625158863607,-0.39551100670194833,1,-0.5952279748843532,-0.05748452713020946,-0.5248710734707491,0.8823652808718103,-0.6901122125329031,-0.7759159698835156,-2.1570732342319445,-0.34078203188733663,-0.7725875462091892,-1,-0.6480847575222659,-0.3708786779038643,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1203,1,-0.5555555555555556,0.651721446571876,-0.8883829636616434,-1,0.24834422169207254,-1,-2.3552533910073876,1,1,-1,0.005838700732784918,0.12264054575858441,-0.5194285714285714,-2.2241730328766267,-0.5688502029439856,-1.9820895432739087,-0.9628429886337678,0.4490447652836487,-3.5079504223075806,1.6321532390932283,-2.3267229192701486,0,-0.9958911671915484,-0.24133974892998988,-1.8622407330579571,0.8735439648035528,0.6561207941086536,0.7943100460704051,1.2129357863908081,2.379106550181257,-0.7725875462091892,1,0.36161773583537066,-2.1335774165695387,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1204,12,-0.33333333333333337,0.9993058690309508,0.13351226136244035,0,0.5809540960608488,1,-0.4900513266315291,1,1,-1,0.5551789805965428,-0.930616791827103,-0.6485714285714286,-0.4922484804381722,-0.7913506976954192,-0.6501313727784442,0.42162071696051373,-0.07248141380751516,-0.33957445235321077,1.1638899057619017,-0.5252042180922563,-1,-0.6674453197159982,0.519438199604281,-0.6517836519531747,-0.6033832134574535,1.004908505798706,1.3177187180550454,1.961826679862531,-0.1754015348193077,0.0074662289912037555,1,-0.6480847575222659,-0.34249901855357506,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1206,9,0.7777777777777777,-0.03927437973279916,-0.18592377949436414,0,-0.24905189448471904,-1,-0.29992203832306324,1,-1,-1,-0.8025232591632816,-0.9182459333686096,-0.5548571428571429,-0.10072356332385277,0.7919662526378954,-0.3001100093518111,0.16785146641981163,-0.436193618120005,0.0370407949562196,-0.14531145512826724,-0.24461104707111853,0,-0.46536140631259587,-0.30345333611561787,-0.32267788124406716,-0.8034419826984085,-0.03726716371212867,0.27090137408576487,0.08959944618322384,-0.4857362038048679,-0.7725875462091892,1,1.3713202291930071,-0.5439084709603991,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
